rank,tier,priority_score,wallet_address,gmgn_url,label,twitter_username,twitter_name,target_sightings,target_tokens,target_share,total_sightings,token_count,sightings_per_day,days_since_last_seen,last_target_seen_iso,last_seen_iso,avg_target_mcap,avg_target_amount_usd,pnl_usd,win_rate,pnl_fresh,pnl_age_days,pnl_snapshot_at_iso,avg_buy_usd,sources,tags,provider_tags,token_tags,manual_rating,manual_notes
1,A,207.2,69z4qTgQ5DBRTJvnQzx2h8jZhNsv5UgADotEwwKUm2JS,https://gmgn.ai/sol/address/69z4qTgQ5DBRTJvnQzx2h8jZhNsv5UgADotEwwKUm2JS,Tyrelle Anderson-Brown,TyrelleAB,Tyrelle Anderson-Brown,5,5,0.385,13,12,3.28,0.1,2026-05-10T10:05:25.000Z,2026-05-12T06:42:38.128Z,112341,10,87.69189989285397,0,yes,0.1,2026-05-12T06:42:38.128Z,0.0002980672246331545,gmgn|okx,renowned|kol,kol|gmgn|bluechip_owner,paper_hands|bundler,,
2,A,187.6,DWja6UWwLhX3uK4joHd7JwGHU2cpZP4cvevEQ69rxxqu,https://gmgn.ai/sol/address/DWja6UWwLhX3uK4joHd7JwGHU2cpZP4cvevEQ69rxxqu,,,,6,6,0.545,11,11,3.78,1.1,2026-05-11T00:44:54.000Z,2026-05-11T05:34:06.308Z,101302,0,615.16220357269,0,yes,1.1,2026-05-11T05:34:06.308Z,0.0000621582138484806,gmgn,smart_degen,,bundler|paper_hands,,
3,A,180.8,2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f,https://gmgn.ai/sol/address/2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f,Cupsey,Cupseyy,Cupsey,3,3,0.231,13,12,3.27,0.1,2026-05-10T15:44:28.000Z,2026-05-12T06:42:34.192Z,114266,0,1140.2884009914674,0,yes,0.1,2026-05-12T06:42:34.192Z,0.005819123220736788,gmgn|okx,renowned|kol,kol|axiom|gmgn|wash_trader,bundler|transfer_in|paper_hands|diamond_hands|top_holder,,
4,A,170.6,CXVJewdc79TYR55sz4SGLSWUPz3r4LBJ9Mn93bZ8ZyAz,https://gmgn.ai/sol/address/CXVJewdc79TYR55sz4SGLSWUPz3r4LBJ9Mn93bZ8ZyAz,,,,5,5,0.714,7,7,2.4,1.1,2026-05-10T20:12:31.000Z,2026-05-11T05:34:06.310Z,102302,0,150.0469093286,0,yes,1.1,2026-05-11T05:34:06.310Z,0.0001932356308058996,gmgn,smart_degen,axiom|bullx|gmgn|padre,bundler|paper_hands,,
5,A,169.6,zephyrni115ZD4MvotSF8Xi92yennkdpT5nJkAjGdSU,https://gmgn.ai/sol/address/zephyrni115ZD4MvotSF8Xi92yennkdpT5nJkAjGdSU,,,,4,4,0.444,9,9,2.27,0.1,2026-05-10T20:43:23.000Z,2026-05-12T06:42:34.187Z,92925,0,177.21619009072,0,yes,0.1,2026-05-12T06:42:34.187Z,0.009000164520530565,gmgn,smart_degen,padre,bundler|paper_hands,,
6,A,168.2,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK,https://gmgn.ai/sol/address/suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK,Cupsey,Cupseyy,Cupsey,3,3,0.300,10,10,2.53,0.1,2026-05-10T05:22:56.000Z,2026-05-12T06:42:16.141Z,114266,0,125.41405879125,0,yes,0.1,2026-05-12T06:42:16.141Z,0.00006937524106729314,gmgn|okx,renowned|kol,kol|axiom|photon,bundler|paper_hands,,
7,A,162.9,8LUtQLSVoKewkXXHSsWJA9sio9cH7Q4hSfKVm5cRk7QY,https://gmgn.ai/sol/address/8LUtQLSVoKewkXXHSsWJA9sio9cH7Q4hSfKVm5cRk7QY,,,,5,5,0.385,13,12,4.44,1.1,2026-05-10T20:16:06.000Z,2026-05-11T05:34:06.309Z,90160,0,50.49119096448,0,yes,1.1,2026-05-11T05:34:06.309Z,0.00017800347342992432,gmgn,smart_degen,axiom,bundler|paper_hands,,
8,A,162.6,43QmFc2QPPGyMrSNuPnhvfs8BFW1XVZYFdbwURtWoo9x,https://gmgn.ai/sol/address/43QmFc2QPPGyMrSNuPnhvfs8BFW1XVZYFdbwURtWoo9x,,,,4,4,0.400,10,9,2.52,0.1,2026-05-10T20:52:54.000Z,2026-05-12T06:42:38.125Z,93032,0,11.60862746301,0,yes,0.1,2026-05-12T06:42:38.125Z,0.00014137073977517716,gmgn,smart_degen,gmgn,bundler|paper_hands,,
9,A,161.4,9488N1xhqspsRwSHJJdUJxvApZxgTbLStbGZAT9H12H3,https://gmgn.ai/sol/address/9488N1xhqspsRwSHJJdUJxvApZxgTbLStbGZAT9H12H3,,,,4,3,0.333,12,11,3.02,0.1,2026-05-10T05:37:25.000Z,2026-05-12T06:42:46.145Z,108387,0,51.19011839141,0,yes,0.1,2026-05-12T06:42:46.145Z,0.00011278255270308967,gmgn,smart_degen,axiom|trojan,bundler|paper_hands,,
10,A,161.2,7wiEWKeG7sFUNh1TgujwCa9cmJtSSE4mNLDde7knjoeE,https://gmgn.ai/sol/address/7wiEWKeG7sFUNh1TgujwCa9cmJtSSE4mNLDde7knjoeE,,,,3,3,0.200,15,14,3.77,0.1,2026-05-10T20:24:16.000Z,2026-05-12T06:42:46.143Z,93261,0,14.05369812612,0,yes,0.1,2026-05-12T06:42:46.143Z,0.0002085204865023099,gmgn,smart_degen,axiom|bullx|padre,paper_hands|bundler,,
11,A,155.5,6EDaVsS6enYgJ81tmhEkiKFcb4HuzPUVFZeom6PHUqN3,https://gmgn.ai/sol/address/6EDaVsS6enYgJ81tmhEkiKFcb4HuzPUVFZeom6PHUqN3,Cowboy🔶BNB,feibo03,Cowboy🔶BNB,3,3,0.300,10,10,2.52,0.1,2026-05-10T05:37:10.000Z,2026-05-12T06:42:38.127Z,114266,13,-69.59994638265,0,yes,0.1,2026-05-12T06:42:38.127Z,0.00006805461159950683,gmgn|okx,renowned|smart_money,kol|axiom|bullx|gmgn,bundler|paper_hands,,
12,A,154.5,8fcpKabenaFrm53uB2jaMk9vpUVHa626KKcSYTiTCAf2,https://gmgn.ai/sol/address/8fcpKabenaFrm53uB2jaMk9vpUVHa626KKcSYTiTCAf2,,,,6,5,0.545,11,10,11,4,2026-05-08T08:01:34.000Z,2026-05-08T08:07:29.513Z,101776,22,89.46642681825,0,no,4,2026-05-08T08:07:29.513Z,0.002991274042175489,gmgn,smart_degen,,,,
13,B,153.2,AVjEtg2ECYKXYeqdRQXvaaAZBjfTjYuSMTR4WLhKoeQN,https://gmgn.ai/sol/address/AVjEtg2ECYKXYeqdRQXvaaAZBjfTjYuSMTR4WLhKoeQN,Putrick,Putrickk,Putrick,2,2,1.000,2,2,0.69,1.1,2026-05-10T06:59:50.000Z,2026-05-11T05:33:22.267Z,99339,0,642.00504966179,0,yes,1.1,2026-05-11T05:33:22.267Z,0.0006613780069502252,gmgn|okx,renowned|kol,kol|axiom,bundler|sniper,,
14,A,153,FpD6n8gfoZNxyAN6QqNH4TFQdV9vZEgcv5W4H2YL8k4X,https://gmgn.ai/sol/address/FpD6n8gfoZNxyAN6QqNH4TFQdV9vZEgcv5W4H2YL8k4X,Hesi,hesiitations,Hesi,3,3,0.333,9,9,2.26,0.1,2026-05-10T20:47:16.000Z,2026-05-12T06:42:34.190Z,93261,0,-3568.7987914663045,0,yes,0.1,2026-05-12T06:42:34.190Z,0.007597318684463398,gmgn|okx,renowned|kol,kol|axiom|gmgn|padre|wash_trader,paper_hands|bundler,,
15,A,152.3,7q15WZ4iSUDvqfs5Kdh9bfptkQhs6qKUyCUq6GY6PGxg,https://gmgn.ai/sol/address/7q15WZ4iSUDvqfs5Kdh9bfptkQhs6qKUyCUq6GY6PGxg,,,,3,3,0.273,11,11,2.78,0.1,2026-05-10T05:46:41.000Z,2026-05-12T06:42:46.142Z,114266,0,29.04498726214,0,yes,0.1,2026-05-12T06:42:46.142Z,0.0003519300045581876,gmgn,smart_degen,axiom,paper_hands|bundler,,
16,A,150.1,5B52w1ZW9tuwUduueP5J7HXz5AcGfruGoX6YoAudvyxG,https://gmgn.ai/sol/address/5B52w1ZW9tuwUduueP5J7HXz5AcGfruGoX6YoAudvyxG,Yenni,Yennii56,Yenni,5,4,0.625,8,5,8,4,2026-05-08T07:46:37.000Z,2026-05-08T08:08:34.966Z,142556,0,4194.431896575176,0.444444,no,4,2026-05-08T08:08:34.966Z,79.2661683420818,okx|gmgn,smart_money|renowned|kol,kol|axiom|padre,bundler|transfer_in|paper_hands|diamond_hands,,
17,B,150,DxM1hfY8FQ8dNGrucuJzhJcF8KRbjk8WBwrgKvQ9spPv,https://gmgn.ai/sol/address/DxM1hfY8FQ8dNGrucuJzhJcF8KRbjk8WBwrgKvQ9spPv,RC,ResellCalendar,RC,2,2,0.333,6,5,1.51,0.1,2026-05-10T21:33:58.000Z,2026-05-12T06:42:34.190Z,125441,0,28442.936899566015,0,yes,0.1,2026-05-12T06:42:34.190Z,0.0009554999527777442,gmgn|okx,renowned|kol,kol|fomo,bundler|paper_hands,,
18,A,149.7,H2KAvWycyqeHhqkMC1f83Pwju3B2MztLYdXVpNMcDs2V,https://gmgn.ai/sol/address/H2KAvWycyqeHhqkMC1f83Pwju3B2MztLYdXVpNMcDs2V,,,,4,4,0.400,10,9,3.42,1.1,2026-05-10T22:35:07.000Z,2026-05-11T05:34:06.309Z,92925,0,369.93783905186,0,yes,1.1,2026-05-11T05:34:06.309Z,0.00010586550328169261,gmgn,smart_degen,axiom,bundler|paper_hands,,
19,A,149.5,2NuAgVk3hcb7s4YvP4GjV5fD8eDvZQv5wuN6ZC8igRfV,https://gmgn.ai/sol/address/2NuAgVk3hcb7s4YvP4GjV5fD8eDvZQv5wuN6ZC8igRfV,,,,5,5,0.500,10,10,10,4,2026-05-08T06:49:03.000Z,2026-05-08T08:07:33.544Z,68079,0,186.31417543645,0,no,4,2026-05-08T08:07:33.544Z,0.000113224922093986,gmgn,smart_degen,,,,
20,A,148.1,2ji39D4iDuDR1m7rpJcS5ci86PLgBQkWPgwya8YQvY4h,https://gmgn.ai/sol/address/2ji39D4iDuDR1m7rpJcS5ci86PLgBQkWPgwya8YQvY4h,,,,3,3,0.300,10,8,2.52,0.1,2026-05-10T20:42:50.000Z,2026-05-12T06:42:46.142Z,93261,0,84.34803800338,0,yes,0.1,2026-05-12T06:42:46.142Z,0.00037806253283343316,gmgn,smart_degen,axiom,bundler|paper_hands,,
21,A,147.2,9KuTh7Ap29B13LWyDx4W7N5iCCrs9n3Vz3kLQ6ZbwKgW,https://gmgn.ai/sol/address/9KuTh7Ap29B13LWyDx4W7N5iCCrs9n3Vz3kLQ6ZbwKgW,,,,3,3,0.500,6,6,1.52,0.1,2026-05-08T06:05:00.000Z,2026-05-12T06:42:36.123Z,139873,101,186.48867539179,0,yes,0.1,2026-05-12T06:42:36.123Z,0.00021614130459940594,gmgn,smart_degen,gmgn,,,
22,C,136.3,5d3jQcuUvsuHyZkhdp78FFqc7WogrzZpTtec1X9VNkuE,https://gmgn.ai/sol/address/5d3jQcuUvsuHyZkhdp78FFqc7WogrzZpTtec1X9VNkuE,tech,technoviking46,tech,1,1,0.333,3,3,0.76,0.1,2026-05-10T20:09:06.000Z,2026-05-12T06:42:34.187Z,28902,0,7683.64539968084,0,yes,0.1,2026-05-12T06:42:34.187Z,0.0016850730768004753,okx|gmgn,kol|smart_degen|renowned,kol|axiom|photon|bullx|padre,bundler|paper_hands,,
23,B,136.3,AdHmAXchDLi6Niqx3h4QzipFSMu1Dm1yh7RwvGBKJPJa,https://gmgn.ai/sol/address/AdHmAXchDLi6Niqx3h4QzipFSMu1Dm1yh7RwvGBKJPJa,,,,2,2,0.667,3,3,0.76,0.1,2026-05-11T00:43:34.000Z,2026-05-12T06:42:16.139Z,74240,0,2408.44455800328,0,yes,0.1,2026-05-12T06:42:16.139Z,0.0012424391139090574,gmgn,smart_degen,axiom,paper_hands|bundler,,
24,B,135.6,undwZZbXFTXAizTeeNpmygJDa4pWopEr1UCDSWpyo4y,https://gmgn.ai/sol/address/undwZZbXFTXAizTeeNpmygJDa4pWopEr1UCDSWpyo4y,,,,2,2,0.200,10,10,2.52,0.1,2026-05-07T03:51:07.000Z,2026-05-12T06:42:46.143Z,139905,0,121.11942271208,0,yes,0.1,2026-05-12T06:42:46.143Z,0.00032079887214557084,gmgn,smart_degen,,bundler|paper_hands,,
25,B,135.5,2dEpwaujMteZsFYCX3hwaavYKkU7kRwAwJe9XGuWNRGA,https://gmgn.ai/sol/address/2dEpwaujMteZsFYCX3hwaavYKkU7kRwAwJe9XGuWNRGA,,,,2,2,0.200,10,9,2.52,0.1,2026-05-08T05:23:34.000Z,2026-05-12T06:42:34.184Z,111610,0,256.02928713708,0,yes,0.1,2026-05-12T06:42:34.184Z,0.0022005357713658965,gmgn,smart_degen,axiom|photon,bundler|paper_hands,,
26,B,134.7,79c2XHrcjA7HrLt3u4Pkwbm4gezeGq35iSnfDwZezAy6,https://gmgn.ai/sol/address/79c2XHrcjA7HrLt3u4Pkwbm4gezeGq35iSnfDwZezAy6,,,,2,2,0.182,11,9,2.77,0.1,2026-05-10T06:30:04.000Z,2026-05-12T06:42:46.142Z,125441,1671,116.86796002444,0,yes,0.1,2026-05-12T06:42:46.142Z,0.00015470008548663138,gmgn,smart_degen,axiom,paper_hands|bundler,,
27,A,134.3,GoonY5hPo63xAPCwkyWuFmQ57HWq8wj5Bevj2D222U4u,https://gmgn.ai/sol/address/GoonY5hPo63xAPCwkyWuFmQ57HWq8wj5Bevj2D222U4u,,,,3,3,0.429,7,7,1.77,0.1,2026-05-10T20:50:26.000Z,2026-05-12T06:42:34.185Z,84040,0,-296.89545953488226,0,yes,0.1,2026-05-12T06:42:34.185Z,0.002880903759172325,gmgn,smart_degen,axiom,bundler|paper_hands|transfer_in,,
28,B,132,8AaJxU97iu2FYMq4oG5ccYDJsJjK7XwvzjTcVpotwNZu,https://gmgn.ai/sol/address/8AaJxU97iu2FYMq4oG5ccYDJsJjK7XwvzjTcVpotwNZu,,,,2,2,0.286,7,7,1.77,0.1,2026-05-07T19:42:37.000Z,2026-05-12T06:42:34.186Z,139905,0,706.12124580883,0,yes,0.1,2026-05-12T06:42:34.186Z,0.004104440138045213,gmgn,smart_degen,axiom,bundler|paper_hands,,
29,A,132,9XJ9RQUgUFJ9ki8SiSyL5VqdtBA9rHCF92MKVYDqPEvY,https://gmgn.ai/sol/address/9XJ9RQUgUFJ9ki8SiSyL5VqdtBA9rHCF92MKVYDqPEvY,,,,3,3,1.000,3,3,3,4,2026-05-08T00:02:10.000Z,2026-05-08T08:07:27.489Z,116737,0,571.33699452139,0,no,4,2026-05-08T08:07:27.489Z,0.0001647960198817748,gmgn,smart_degen,,,,
30,B,131.3,sniper3k3WfE4CqDB5XdCC2S4wVu1kCRaXUPKQ1RKoS,https://gmgn.ai/sol/address/sniper3k3WfE4CqDB5XdCC2S4wVu1kCRaXUPKQ1RKoS,,,,2,2,0.222,9,7,2.26,0.1,2026-05-10T20:44:08.000Z,2026-05-12T06:42:34.185Z,54000,0,348.3749801069825,0,yes,0.1,2026-05-12T06:42:34.185Z,0.004796020147140455,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,
31,B,130.7,8Xnit4gf2R5cA3XE6KobuyWjiPfTptsJxN7rrAu8YbiW,https://gmgn.ai/sol/address/8Xnit4gf2R5cA3XE6KobuyWjiPfTptsJxN7rrAu8YbiW,,,,2,2,0.667,3,3,0.75,0.1,2026-05-08T06:30:16.000Z,2026-05-12T06:42:32.169Z,109454,95,282.68599811212,0,yes,0.1,2026-05-12T06:42:32.169Z,0.000004072439420589821,gmgn,smart_degen,,bundler,,
32,B,130.3,FYsgcNSoqZNcCXsyVvr2NWQToMJUqB2ZbTK7N1E8cqM,https://gmgn.ai/sol/address/FYsgcNSoqZNcCXsyVvr2NWQToMJUqB2ZbTK7N1E8cqM,,,,2,2,0.500,4,4,1.01,0.1,2026-05-10T20:45:40.000Z,2026-05-12T06:42:32.169Z,74240,0,954.5706244685,0,yes,0.1,2026-05-12T06:42:32.169Z,0.008200087395777293,gmgn,smart_degen,axiom,bundler|paper_hands,,
33,C,129.6,5t9xBNuDdGTGpjaPTx6hKd7sdRJbvtKS8Mhq6qVbo8Qz,https://gmgn.ai/sol/address/5t9xBNuDdGTGpjaPTx6hKd7sdRJbvtKS8Mhq6qVbo8Qz,Smokez,SmokezXBT,Smokez,1,1,0.500,2,2,0.51,0.1,2026-05-07T03:50:47.000Z,2026-05-12T06:42:34.193Z,148507,0,7174.355483687117,0,yes,0.1,2026-05-12T06:42:34.193Z,0.000566498185491181,gmgn|okx,renowned|kol,kol|photon|trojan,paper_hands|bundler|transfer_in,,
34,B,129.2,1TXsKzewQzFb8MYidNCmvmPWTma1DWyC6fpvd5gQa7W,https://gmgn.ai/sol/address/1TXsKzewQzFb8MYidNCmvmPWTma1DWyC6fpvd5gQa7W,,,,2,2,1.000,2,2,2,1.1,2026-05-10T20:44:24.000Z,2026-05-11T05:34:06.309Z,74240,0,19.65955688759,0,yes,1.1,2026-05-11T05:34:06.309Z,0.00020277775889685726,gmgn,smart_degen,axiom,bundler|paper_hands,,
35,B,128.1,9cxLzxjrTeodcbaEU3KCNGE1a4yFZEcdJ7uEXN378S4U,https://gmgn.ai/sol/address/9cxLzxjrTeodcbaEU3KCNGE1a4yFZEcdJ7uEXN378S4U,,,,2,2,0.400,5,5,1.26,0.1,2026-05-07T11:53:10.000Z,2026-05-12T06:41:52.240Z,113803,0,493.6288717818,0,yes,0.1,2026-05-12T06:41:52.240Z,0.002671931377148895,gmgn,smart_degen,axiom|photon|bullx,paper_hands,,
36,C,126.9,F5jWYuiDLTiaLYa54D88YbpXgEsA6NKHzWy4SN4bMYjt,https://gmgn.ai/sol/address/F5jWYuiDLTiaLYa54D88YbpXgEsA6NKHzWy4SN4bMYjt,mercy,mercularx,mercy,1,1,0.333,3,3,0.75,0.1,2026-05-10T05:34:05.000Z,2026-05-12T06:42:34.190Z,119579,0,40796.51145824081,0,yes,0.1,2026-05-12T06:42:34.190Z,0.0020854438962240912,gmgn|okx,renowned|kol,kol|axiom|photon|gmgn,bundler|paper_hands,,
37,C,126.3,AvzzD7SnRHb8Kv8dRk1JFYdWVcNtYhTybk2KbDWKB5ki,https://gmgn.ai/sol/address/AvzzD7SnRHb8Kv8dRk1JFYdWVcNtYhTybk2KbDWKB5ki,我是围棋高手（耐心）,0xweiqigaoshou,我是围棋高手（耐心）,1,1,0.333,3,3,0.76,0.1,2026-05-08T05:29:44.000Z,2026-05-12T06:42:34.189Z,91917,0,7830.553570100639,0,yes,0.1,2026-05-12T06:42:34.189Z,0.0046898889119247065,gmgn|okx,renowned|kol,kol|gmgn,paper_hands|bundler,,
38,C,126.2,81CvxP9PiF53bQSeJFqMCseTMZ85UuU7chKDmtnZXhNy,https://gmgn.ai/sol/address/81CvxP9PiF53bQSeJFqMCseTMZ85UuU7chKDmtnZXhNy,,,,1,1,0.333,3,3,0.76,0.1,2026-05-08T05:24:04.000Z,2026-05-12T06:42:34.185Z,91917,0,1080.46634348877,0,yes,0.1,2026-05-12T06:42:34.185Z,0.003357682384399083,gmgn|okx,smart_degen|smart_money,gmgn,bundler,,
39,B,125.6,DSUAixPqvUXFX46SvFm7LRYQkthpJom6XsjZn4vTkKaa,https://gmgn.ai/sol/address/DSUAixPqvUXFX46SvFm7LRYQkthpJom6XsjZn4vTkKaa,Wick李🔶 BNB,SuperL9,Wick李🔶 BNB,2,2,0.286,7,7,1.77,0.1,2026-05-10T06:18:13.000Z,2026-05-12T06:42:38.128Z,105748,0,413.16137873998,0,yes,0.1,2026-05-12T06:42:38.128Z,0.00006542520180987682,gmgn,renowned,kol|gmgn,paper_hands|bundler,,
40,C,124.3,2W14ahXD3XBfWJchQ4K5NLXmguWWcTTUTuHDhEzeuvP3,https://gmgn.ai/sol/address/2W14ahXD3XBfWJchQ4K5NLXmguWWcTTUTuHDhEzeuvP3,Veloce,VeloceSVJ,Veloce,1,1,0.500,2,2,0.51,0.1,2026-05-10T05:32:34.000Z,2026-05-12T06:42:34.191Z,119579,0,932.02458429214,0,yes,0.1,2026-05-12T06:42:34.191Z,0.0014044692420894435,okx|gmgn,kol|renowned,kol|axiom|gmgn,bundler|paper_hands,,
41,B,124.1,FdwVhbBQhY9rwF5yaZwVH2SK6jhtxj67idgVrrGgAmKS,https://gmgn.ai/sol/address/FdwVhbBQhY9rwF5yaZwVH2SK6jhtxj67idgVrrGgAmKS,,,,2,2,0.400,5,5,1.26,0.1,2026-05-10T20:12:15.000Z,2026-05-12T06:42:34.187Z,74240,563,104.06410365643,0,yes,0.1,2026-05-12T06:42:34.187Z,0.004849572738812946,gmgn,smart_degen,axiom,bundler|paper_hands,,
42,C,123.2,99i9uVA7Q56bY22ajKKUfTZTgTeP5yCtVGsrG9J4pDYQ,https://gmgn.ai/sol/address/99i9uVA7Q56bY22ajKKUfTZTgTeP5yCtVGsrG9J4pDYQ,Zrool 尔,TheRealZrool,Zrool 尔,1,1,0.167,6,5,1.51,0.1,2026-05-10T20:11:43.000Z,2026-05-12T06:42:32.172Z,28902,0,886.6118740381177,0,yes,0.1,2026-05-12T06:42:32.172Z,0.013012982583800233,gmgn|okx,renowned|kol,kol|axiom|bullx|wash_trader,bundler|transfer_in|paper_hands,,
43,A,122.7,2tMtxBCdF7NWZxVdmBU2DFYBapEAruJVR7KWmZYSkroi,https://gmgn.ai/sol/address/2tMtxBCdF7NWZxVdmBU2DFYBapEAruJVR7KWmZYSkroi,,,,3,3,0.750,4,4,4,4,2026-05-08T05:56:07.000Z,2026-05-08T08:07:33.543Z,126745,0,3.71894461966,0,no,4,2026-05-08T08:07:33.543Z,0.00006162165951846984,gmgn,smart_degen,,,,
44,A,122.7,M8fe7UqgeFzw2arbSHCTLKyi5qW9KiC8bigC1TGS3G9,https://gmgn.ai/sol/address/M8fe7UqgeFzw2arbSHCTLKyi5qW9KiC8bigC1TGS3G9,,,,3,3,0.750,4,4,4,4,2026-05-07T14:51:22.000Z,2026-05-08T08:07:27.489Z,122472,0,-26.15459134652,0,no,4,2026-05-08T08:07:27.489Z,0.0001886488473745097,gmgn,smart_degen,,,,
45,B,122.3,DPwH9aWrYGSBqMiPNLMW4Hti1k1xgq64t781eycfLCp5,https://gmgn.ai/sol/address/DPwH9aWrYGSBqMiPNLMW4Hti1k1xgq64t781eycfLCp5,,,,2,2,0.286,7,7,1.77,0.1,2026-05-08T05:25:01.000Z,2026-05-12T06:42:46.145Z,111610,0,15.89521578915,0,yes,0.1,2026-05-12T06:42:46.145Z,0.0003741957505203047,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,
46,B,121.5,HW1wbyPSa7QTqjRzD4kCKZyBbXFzR8cA7sJqBrzrJ6o4,https://gmgn.ai/sol/address/HW1wbyPSa7QTqjRzD4kCKZyBbXFzR8cA7sJqBrzrJ6o4,,,,2,2,0.667,3,3,3,1.1,2026-05-10T20:16:05.000Z,2026-05-11T05:34:06.309Z,74240,0,154.59280551155,0,yes,1.1,2026-05-11T05:34:06.309Z,0.0001802589770068261,gmgn,smart_degen,fresh_wallet|axiom,bundler|paper_hands,,
