rank,tier,priority_score,wallet_address,gmgn_url,label,twitter_username,twitter_name,target_sightings,target_tokens,target_share,total_sightings,token_count,sightings_per_day,days_since_last_seen,last_target_seen_iso,last_seen_iso,avg_target_mcap,avg_target_amount_usd,pnl_usd,win_rate,pnl_fresh,pnl_age_days,pnl_snapshot_at_iso,avg_buy_usd,sources,tags,provider_tags,token_tags,manual_rating,manual_notes
197,C,74.2,99QbDV2M2x2ovjWgEDTdjVkJRi7BJkALSyYmTvBo7rpg,https://gmgn.ai/sol/address/99QbDV2M2x2ovjWgEDTdjVkJRi7BJkALSyYmTvBo7rpg,,,,1,1,0.250,4,4,4,4,2026-05-07T02:39:39.000Z,2026-05-08T08:07:29.509Z,131302,0,91.04111980579,0,no,4,2026-05-08T08:07:29.509Z,0.000019699871753248045,gmgn,smart_degen,,,,
198,C,74.2,FhaYN5TDH6JGdkAU1q3vvVeWa7Snbz4dAk53g2XMv9go,https://gmgn.ai/sol/address/FhaYN5TDH6JGdkAU1q3vvVeWa7Snbz4dAk53g2XMv9go,,,,1,1,0.250,4,4,4,4,2026-05-07T09:57:02.000Z,2026-05-08T08:07:29.507Z,139810,0,694.6832960520851,0,no,4,2026-05-08T08:07:29.507Z,0.0010287978226865716,gmgn,smart_degen,,,,
199,C,74.2,HJhZiAKdk9bqWHWMrTkgYGyEmhd25GqdkfRWQEWVQLkx,https://gmgn.ai/sol/address/HJhZiAKdk9bqWHWMrTkgYGyEmhd25GqdkfRWQEWVQLkx,,,,1,1,0.250,4,4,4,4,2026-05-07T13:31:45.000Z,2026-05-08T08:07:27.489Z,139810,0,-309.52030728246,0,no,4,2026-05-08T08:07:27.489Z,0.0006246393828687459,gmgn,smart_degen,,,,
200,C,74,2nhqxaPjXQM7jmGP4pk4D5gXdmPtAbZGnNBGDcyqHS73,https://gmgn.ai/sol/address/2nhqxaPjXQM7jmGP4pk4D5gXdmPtAbZGnNBGDcyqHS73,,,,1,1,0.200,5,5,5,4,2026-05-08T06:17:14.000Z,2026-05-08T08:07:33.543Z,91917,0,-29.70545400467,0,no,4,2026-05-08T08:07:33.543Z,0.00014712708946274818,gmgn,smart_degen,,,,
201,C,74,8SZnC4nicCmRBz1HZzFS1YrwMFEaEnkVi4k2oh5GEYV9,https://gmgn.ai/sol/address/8SZnC4nicCmRBz1HZzFS1YrwMFEaEnkVi4k2oh5GEYV9,,,,1,1,0.200,5,5,5,4,2026-05-07T02:53:48.000Z,2026-05-08T08:07:29.508Z,131302,0,259.84538787323214,0,no,4,2026-05-08T08:07:29.508Z,0.003028793285953918,gmgn,smart_degen,,,,
202,C,72.5,GzqMvEa5t7CTA9StmDTsuAZvDqgz6EQCf7rkMf9iL7zj,https://gmgn.ai/sol/address/GzqMvEa5t7CTA9StmDTsuAZvDqgz6EQCf7rkMf9iL7zj,,,,1,1,0.167,6,5,6,4,2026-05-08T05:26:44.000Z,2026-05-08T08:07:33.543Z,91917,0,91.83422942456,0,no,4,2026-05-08T08:07:33.543Z,0.0001673343765997912,gmgn,smart_degen,,,,
203,C,72,3dGhWKFHY87xFtcbZGjNx6iuFWFh9P6oiJLADgRAj51x,https://gmgn.ai/sol/address/3dGhWKFHY87xFtcbZGjNx6iuFWFh9P6oiJLADgRAj51x,,,,1,1,1.000,1,1,1,4,2026-05-08T08:04:43.000Z,2026-05-08T08:08:34.962Z,92560,0,0,,no,4,2026-05-08T08:08:34.962Z,,okx,smart_money,,,,
204,C,72,4RpCJpRJ78jEfP8hg9fUidJsucd9YeKft1XZMVgEbvfZ,https://gmgn.ai/sol/address/4RpCJpRJ78jEfP8hg9fUidJsucd9YeKft1XZMVgEbvfZ,,,,1,1,1.000,1,1,1,4,2026-05-08T07:37:50.000Z,2026-05-08T07:42:47.828Z,146249,0,0,,no,4,2026-05-08T07:42:47.828Z,,okx,smart_money,,,,
205,C,72,4squjFiJK5dVjtEoffN8v54sw6svz6BLBKCsWMxVhng3,https://gmgn.ai/sol/address/4squjFiJK5dVjtEoffN8v54sw6svz6BLBKCsWMxVhng3,,,,1,1,1.000,1,1,1,4,2026-05-08T07:58:28.000Z,2026-05-08T08:08:34.963Z,107278,0,1.5792860870600525,,no,4,2026-05-08T08:08:34.963Z,,okx,smart_money,,,,
206,C,72,4xHVLyhMdUT3CTFPsNbnyWJV2HBhsoNrJTRGLSWg6sn2,https://gmgn.ai/sol/address/4xHVLyhMdUT3CTFPsNbnyWJV2HBhsoNrJTRGLSWg6sn2,,,,1,1,1.000,1,1,1,4,2026-05-08T08:06:22.000Z,2026-05-08T08:08:34.962Z,90686,0,10.258953808310235,,no,4,2026-05-08T08:08:34.962Z,,okx,smart_money,,,,
207,C,72,DHJKGYTnnwJWWCfZswp9YVwmRPnqqtmGeKEZmzyAytK,https://gmgn.ai/sol/address/DHJKGYTnnwJWWCfZswp9YVwmRPnqqtmGeKEZmzyAytK,,,,1,1,1.000,1,1,1,4,2026-05-08T08:00:14.000Z,2026-05-08T08:08:34.962Z,107537,0,0,,no,4,2026-05-08T08:08:34.962Z,,okx,smart_money,,,,
208,C,72,DTmCAADcmgu5yMc7tqNegryFNpMAkSJzV6EGLWftwGSt,https://gmgn.ai/sol/address/DTmCAADcmgu5yMc7tqNegryFNpMAkSJzV6EGLWftwGSt,,,,1,1,0.200,5,4,5,4,2026-05-07T02:55:02.000Z,2026-05-08T08:07:29.509Z,131302,0,1506.4322447573584,0,no,4,2026-05-08T08:07:29.509Z,0.0006880443250984869,gmgn,smart_degen,,,,
209,C,72,E32nTae9AVhBUGQ2KrFLKhxrsuq5H344X6g5jkiyJFGJ,https://gmgn.ai/sol/address/E32nTae9AVhBUGQ2KrFLKhxrsuq5H344X6g5jkiyJFGJ,,,,1,1,1.000,1,1,1,4,2026-05-08T07:59:09.000Z,2026-05-08T08:08:34.963Z,110482,0,0.5076768258899421,,no,4,2026-05-08T08:08:34.963Z,,okx,smart_money,,,,
210,C,71,DZAa55HwXgv5hStwaTEJGXZz1DhHejvpb7Yr762urXam,https://gmgn.ai/sol/address/DZAa55HwXgv5hStwaTEJGXZz1DhHejvpb7Yr762urXam,ozark,ohzarke,ozark,1,1,0.333,3,3,3,4,2026-05-07T06:13:16.000Z,2026-05-08T08:07:21.505Z,131302,0,1398.3751000687914,0,no,4,2026-05-08T08:07:21.505Z,0.0002549070508598524,gmgn,renowned,kol|axiom|bullx,bundler|paper_hands|transfer_in,,
211,C,63.5,CQYM8VNri7UaQjoJF5bHudtUoMA5L1iPzrugy7ixAPHt,https://gmgn.ai/sol/address/CQYM8VNri7UaQjoJF5bHudtUoMA5L1iPzrugy7ixAPHt,,,,1,1,0.500,2,2,2,4,2026-05-08T08:04:43.000Z,2026-05-08T08:08:34.962Z,92363,0,0,,no,4,2026-05-08T08:08:34.962Z,,okx,smart_money,,,,
212,watch,53.9,sAdNbe1cKNMDqDsa4npB3TfL62T14uAo2MsUQfLvzLT,https://gmgn.ai/sol/address/sAdNbe1cKNMDqDsa4npB3TfL62T14uAo2MsUQfLvzLT,Ethan Prosper,pr6spr,Ethan Prosper,0,0,0.000,3,3,0.75,0.1,,2026-05-12T06:42:34.192Z,,,12881.992036339441,0,yes,0.1,2026-05-12T06:42:34.192Z,0.000671363498891846,gmgn|okx,renowned|kol,kol|axiom|gmgn|padre,bundler|transfer_in|paper_hands,,
213,watch,51.6,8MaVa9kdt3NW4Q5HyNAm1X5LbR8PQRVDc1W8NMVK88D5,https://gmgn.ai/sol/address/8MaVa9kdt3NW4Q5HyNAm1X5LbR8PQRVDc1W8NMVK88D5,Daumen,daumenxyz,Daumen,0,0,0.000,3,3,0.76,0.1,,2026-05-12T06:42:46.148Z,,,4064.3435526046155,0,yes,0.1,2026-05-12T06:42:46.148Z,0.00013283711053573257,gmgn|okx,renowned|kol,kol|axiom|photon|padre|wash_trader,paper_hands,,
214,watch,47.7,CbpnbXAD9PUAwVcYjHY96qooq6eNnoLiZzif766gqLPH,https://gmgn.ai/sol/address/CbpnbXAD9PUAwVcYjHY96qooq6eNnoLiZzif766gqLPH,,,,0,0,0.000,10,8,2.52,0.1,,2026-05-12T06:42:34.188Z,,,26.94847203969,0,yes,0.1,2026-05-12T06:42:34.188Z,0.0005912704118279043,gmgn,smart_degen,axiom|gmgn,bundler|paper_hands,,
215,watch,46.6,5aLiNkoAwoWwjp1CpBhrAmPpRGTk4igx9wLoe2TuYkhe,https://gmgn.ai/sol/address/5aLiNkoAwoWwjp1CpBhrAmPpRGTk4igx9wLoe2TuYkhe,,,,0,0,0.000,3,3,0.76,0.1,,2026-05-12T06:42:32.168Z,,,85.07785407642,0,yes,0.1,2026-05-12T06:42:32.168Z,0.006725413924482849,okx|gmgn,smart_money|smart_degen,axiom,bundler|paper_hands,,
216,watch,45.9,4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk,https://gmgn.ai/sol/address/4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk,jijo,jijo_exe,jijo,0,0,0.000,3,3,0.76,0.1,,2026-05-12T06:42:16.142Z,,,457.81400125776,0,yes,0.1,2026-05-12T06:42:16.142Z,0.0022680265267699187,gmgn|okx,renowned|kol,kol|photon|padre,bundler|diamond_hands|paper_hands,,
217,watch,43,DYtENvddf6yaTxnFnviZBa5UjXqy41xbY9CsW3bQujm2,https://gmgn.ai/sol/address/DYtENvddf6yaTxnFnviZBa5UjXqy41xbY9CsW3bQujm2,,,,0,0,0.000,5,3,1.26,0.1,,2026-05-12T06:42:32.169Z,,,20820.93678966224,0,yes,0.1,2026-05-12T06:42:32.169Z,0.0008798169935981035,gmgn,smart_degen,axiom,bundler|paper_hands|diamond_hands,,
218,watch,42.6,DP7G43VPwR5Ab5rcjrCnvJ8UgvRXRHTWscMjRD1eSdGC,https://gmgn.ai/sol/address/DP7G43VPwR5Ab5rcjrCnvJ8UgvRXRHTWscMjRD1eSdGC,Kagami,yenhong123,Kagami,0,0,0.000,2,2,0.51,0.1,,2026-05-12T06:42:16.143Z,,,606.63996315499,0,yes,0.1,2026-05-12T06:42:16.143Z,0.0020738167105837256,gmgn|okx,renowned|kol,kol|gmgn,bundler,,
219,watch,42,5XVKfruE4Zzeoz3aqBQfFMb5aSscY5nSyc6VwtQwNiid,https://gmgn.ai/sol/address/5XVKfruE4Zzeoz3aqBQfFMb5aSscY5nSyc6VwtQwNiid,Ily,ilyunow,Ily,0,0,0.000,6,4,1.51,0.1,,2026-05-12T06:42:34.191Z,,,57657.26182699314,0,yes,0.1,2026-05-12T06:42:34.191Z,0.00033494462159064717,gmgn,renowned,kol|axiom|photon|gmgn,bundler|diamond_hands|whale,,
220,watch,39.9,EQwDGm25FpQpMTT1a3YWBFKAP3We3eV72MsaLVifCS4g,https://gmgn.ai/sol/address/EQwDGm25FpQpMTT1a3YWBFKAP3We3eV72MsaLVifCS4g,,,,0,0,0.000,5,2,1.26,0.1,,2026-05-12T06:42:32.167Z,,,6653.022792721349,0,yes,0.1,2026-05-12T06:42:32.167Z,0.004063374996251093,gmgn,smart_degen,axiom,bundler,,
221,watch,38,9yYya3F5EJoLnBNKW6z4bZvyQytMXzDcpU5D6yYr4jqL,https://gmgn.ai/sol/address/9yYya3F5EJoLnBNKW6z4bZvyQytMXzDcpU5D6yYr4jqL,Loopierr,Loopierr,Loopierr,0,0,0.000,3,3,0.76,0.1,,2026-05-12T06:42:46.148Z,,,20.76277667573,0,yes,0.1,2026-05-12T06:42:46.148Z,0.00037396260282575793,gmgn|okx,renowned|kol,kol|photon|gmgn|padre,bundler|transfer_in|diamond_hands|paper_hands,,
222,watch,36,2NpY9ZuJausmP5yX614Sjm1bDsEsZwVkikfqA2rLLnTG,https://gmgn.ai/sol/address/2NpY9ZuJausmP5yX614Sjm1bDsEsZwVkikfqA2rLLnTG,皇弟弟爱地球🌏,huangdidiaisol,皇弟弟爱地球🌏,0,0,0.000,5,4,1.26,0.1,,2026-05-12T06:42:34.191Z,,,-1322.4392287390529,0,yes,0.1,2026-05-12T06:42:34.191Z,0.00507244570944423,gmgn|okx,renowned|kol,kol|axiom|gmgn,paper_hands|bundler|diamond_hands,,
223,watch,36,6kPn3FEAUxMP5t8Ed5Y65GyZkWMNKwcCMRSqKeMWSfPq,https://gmgn.ai/sol/address/6kPn3FEAUxMP5t8Ed5Y65GyZkWMNKwcCMRSqKeMWSfPq,,,,0,0,0.000,1,1,0.25,0.1,,2026-05-12T06:41:52.241Z,,,3217.23230347572,0,yes,0.1,2026-05-12T06:41:52.241Z,0.0011968890982929766,okx|gmgn,smart_money|smart_degen,axiom|gmgn,bundler|paper_hands,,
224,watch,34,4uCT4g7YHH4xxfmfNfKUDenwGrRNGoZ9Ay1XFxfUGhQG,https://gmgn.ai/sol/address/4uCT4g7YHH4xxfmfNfKUDenwGrRNGoZ9Ay1XFxfUGhQG,Esee,Esee06257,Esee,0,0,0.000,4,4,1.01,0.1,,2026-05-12T06:42:32.171Z,,,-2.96325283932,0,yes,0.1,2026-05-12T06:42:32.171Z,0.00130232382746017,gmgn|okx,renowned|kol,kol|axiom|gmgn|padre|wash_trader,bundler|paper_hands,,
225,watch,34,6S8GezkxYUfZy9JPtYnanbcZTMB87Wjt1qx3c6ELajKC,https://gmgn.ai/sol/address/6S8GezkxYUfZy9JPtYnanbcZTMB87Wjt1qx3c6ELajKC,nyhrox,nyhrox,nyhrox,0,0,0.000,4,4,1.01,0.1,,2026-05-12T06:42:32.171Z,,,-72.0143234903,0,yes,0.1,2026-05-12T06:42:32.171Z,0.002637073423408234,gmgn|okx,renowned|kol,kol|axiom|photon|padre,bundler|paper_hands|transfer_in,,
226,watch,33.8,21vaYvUUE4ND1bVt1tcGiXUXHe41w53unQd5DmCDeLZ1,https://gmgn.ai/sol/address/21vaYvUUE4ND1bVt1tcGiXUXHe41w53unQd5DmCDeLZ1,,,,0,0,0.000,4,4,3.82,0.1,,2026-05-12T06:42:34.187Z,,,6488.80016347596,0,yes,0.1,2026-05-12T06:42:34.187Z,0.00009640469038298778,gmgn,smart_degen,photon,bundler|paper_hands,,
227,watch,33.6,DM9ou9St8L2P3GioqNJsnwEquxum9v2tcGkdA4QKvPHn,https://gmgn.ai/sol/address/DM9ou9St8L2P3GioqNJsnwEquxum9v2tcGkdA4QKvPHn,FranTs,FranTs_Hunter,FranTs,0,0,0.000,4,3,1.01,0.1,,2026-05-12T06:42:16.124Z,,,596.88308329432,0,yes,0.1,2026-05-12T06:42:16.124Z,0.002296447393982404,gmgn,smart_degen,gmgn,bundler,,
228,watch,33,9fpUmh3Tv3UCdeHLyq3o4QhkTBu5XAbEiKP9FtGaSndb,https://gmgn.ai/sol/address/9fpUmh3Tv3UCdeHLyq3o4QhkTBu5XAbEiKP9FtGaSndb,,,,0,0,0.000,8,7,2.01,0.1,,2026-05-12T06:42:46.145Z,,,-6.99101439006,0,yes,0.1,2026-05-12T06:42:46.145Z,0.00040061757681342426,gmgn,smart_degen,axiom|bullx|padre,bundler|paper_hands,,
229,watch,32.4,HXkaN7TAQYXsybY1UHLrn18cVa9jgM3mbReasbAoSjTv,https://gmgn.ai/sol/address/HXkaN7TAQYXsybY1UHLrn18cVa9jgM3mbReasbAoSjTv,,,,0,0,0.000,3,3,0.76,0.1,,2026-05-12T06:42:16.140Z,,,815.69236241147,0,yes,0.1,2026-05-12T06:42:16.140Z,0.004372069473243962,gmgn,smart_degen,pump_smart|photon,bundler,,
230,watch,32.1,GLsbNnV9QBmVgppCitN5pM8MjW8ncuRaogxHvTxfVfki,https://gmgn.ai/sol/address/GLsbNnV9QBmVgppCitN5pM8MjW8ncuRaogxHvTxfVfki,,,,0,0,0.000,3,2,0.75,0.1,,2026-05-12T06:42:34.186Z,,,1567.30871007573,0,yes,0.1,2026-05-12T06:42:34.186Z,0.005338989279135841,gmgn,smart_degen,axiom,diamond_hands|bundler|paper_hands,,
231,watch,30.9,4mZxDG8iSkk8L8Sc3HiAjBVZ7po5uiJL6v2RM3rzTEY3,https://gmgn.ai/sol/address/4mZxDG8iSkk8L8Sc3HiAjBVZ7po5uiJL6v2RM3rzTEY3,,,,0,0,0.000,2,2,1.91,0.1,,2026-05-12T06:42:34.187Z,,,13149.0108194382,0,yes,0.1,2026-05-12T06:42:34.187Z,0.002069878212504531,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,
232,watch,30.9,HrtVLLCBM4LXfRGLGcXBYvkkJ9xnbiJ3ob1MxKdmNs7o,https://gmgn.ai/sol/address/HrtVLLCBM4LXfRGLGcXBYvkkJ9xnbiJ3ob1MxKdmNs7o,,,,0,0,0.000,4,3,1.01,0.1,,2026-05-12T06:42:32.171Z,,,208.7902854224974,0,yes,0.1,2026-05-12T06:42:32.171Z,0.00011572307220946001,gmgn,smart_degen,axiom,paper_hands,,
233,watch,29.5,4PsZZC3LUpG6fY1XbtZvLoHHZ1ZtVmE88WqAJcZxU3Sa,https://gmgn.ai/sol/address/4PsZZC3LUpG6fY1XbtZvLoHHZ1ZtVmE88WqAJcZxU3Sa,Roman Olegovich,romanolegovichx,Roman Olegovich,0,0,0.000,1,1,0.25,0.1,,2026-05-12T06:42:34.190Z,,,1852.03253596074,0,yes,0.1,2026-05-12T06:42:34.190Z,0.004206263354026228,okx|gmgn,kol|renowned,kol|axiom,,,
234,watch,29.3,FVugAb5gWb6vz3zUppNoC5gWvbVA5xDGKnL9tTmTnxsU,https://gmgn.ai/sol/address/FVugAb5gWb6vz3zUppNoC5gWvbVA5xDGKnL9tTmTnxsU,,,,0,0,0.000,3,2,1.03,1.1,,2026-05-11T05:33:46.294Z,,,14566.642629955939,0,yes,1.1,2026-05-11T05:33:46.294Z,0.00006851851369481752,gmgn,smart_degen,fomo,bundler,,
235,watch,28.7,CMo89ymd9nFdVovcn22CSmrsj9mCSNSNMjs8jWysJKZt,https://gmgn.ai/sol/address/CMo89ymd9nFdVovcn22CSmrsj9mCSNSNMjs8jWysJKZt,,,,0,0,0.000,3,3,3,0.1,,2026-05-12T06:42:32.165Z,,,1965.972140409443,0,yes,0.1,2026-05-12T06:42:32.165Z,0.005584175863650266,gmgn,smart_degen,axiom,bundler|paper_hands,,
236,watch,27.7,2rY3CKZAMVuwcfWmGkwJHttPhYnL3cFEaBrpKYp7Z28f,https://gmgn.ai/sol/address/2rY3CKZAMVuwcfWmGkwJHttPhYnL3cFEaBrpKYp7Z28f,,,,0,0,0.000,3,3,3,0.1,,2026-05-12T06:42:34.187Z,,,1372.9452376723,0,yes,0.1,2026-05-12T06:42:34.187Z,0.002356506057670406,gmgn,smart_degen,axiom,bundler|paper_hands,,
237,watch,27.6,AQkohxE6oK7vk6iptS6EpuBUCtAgBqbq9mHitCy5fHkn,https://gmgn.ai/sol/address/AQkohxE6oK7vk6iptS6EpuBUCtAgBqbq9mHitCy5fHkn,,,,0,0,0.000,4,4,4,0.1,,2026-05-12T06:42:34.186Z,,,610.5447771368952,0,yes,0.1,2026-05-12T06:42:34.186Z,0.003890966479784042,gmgn,smart_degen,fomo,bundler|paper_hands,,
238,watch,27,6eecmrGx5JfFhvT7ewyVpr46zqxnLCkgR6vMicu4cJtM,https://gmgn.ai/sol/address/6eecmrGx5JfFhvT7ewyVpr46zqxnLCkgR6vMicu4cJtM,,,,0,0,0.000,2,2,2,0.1,,2026-05-12T06:42:46.145Z,,,2219.01909995869,0,yes,0.1,2026-05-12T06:42:46.145Z,0.00003771439859277816,gmgn,smart_degen,padre,paper_hands,,
239,watch,26.9,5Q2DzmV4kuV7vAzDh18Ft47TPXR9NmaD4dmJLNdgdcVk,https://gmgn.ai/sol/address/5Q2DzmV4kuV7vAzDh18Ft47TPXR9NmaD4dmJLNdgdcVk,,,,0,0,0.000,5,5,5,0.1,,2026-05-12T06:42:46.142Z,,,212.61866288006,0,yes,0.1,2026-05-12T06:42:46.142Z,0.00015301687007174652,gmgn,smart_degen,axiom,bundler|paper_hands,,
240,watch,26.6,C54VjFRKp65azsxWyCHaFBZeZ9Z9Hu595fqFmDU3Z6mp,https://gmgn.ai/sol/address/C54VjFRKp65azsxWyCHaFBZeZ9Z9Hu595fqFmDU3Z6mp,,,,0,0,0.000,2,2,2,0.1,,2026-05-12T06:42:46.142Z,,,1920.68601169058,0,yes,0.1,2026-05-12T06:42:46.142Z,0.000023425279945723738,gmgn,smart_degen,axiom,paper_hands,,
241,watch,26.5,G5nxEXuFMfV74DSnsrSatqCW32F34XUnBeq3PfDS7w5E,https://gmgn.ai/sol/address/G5nxEXuFMfV74DSnsrSatqCW32F34XUnBeq3PfDS7w5E,profit | eca.eth,FlippingProfits,profit | eca.eth,0,0,0.000,1,1,0.25,0.1,,2026-05-12T06:42:16.142Z,,,588.8210456592,0,yes,0.1,2026-05-12T06:42:16.142Z,0.0024966829535454245,gmgn|okx,renowned|kol,kol|axiom|photon|trojan,bundler,,
242,watch,26.2,S2CR7k6qj1Crydn1cT2atLs55tH6nww9KbU2znmnrCC,https://gmgn.ai/sol/address/S2CR7k6qj1Crydn1cT2atLs55tH6nww9KbU2znmnrCC,,,,0,0,0.000,5,4,4.77,0.1,,2026-05-12T06:42:34.187Z,,,349.1320227899,0,yes,0.1,2026-05-12T06:42:34.187Z,0.0009232091982345156,gmgn,smart_degen,axiom,bundler|paper_hands,,
243,watch,25.9,CxsJB94STV4ZyWqtN3YxvY277cQtcsNDngKZB8BvCAMY,https://gmgn.ai/sol/address/CxsJB94STV4ZyWqtN3YxvY277cQtcsNDngKZB8BvCAMY,Jicrazy,Crypto_Jicrazy,Jicrazy,0,0,0.000,2,2,0.51,0.1,,2026-05-12T06:42:34.190Z,,,-87.1603772816,0,yes,0.1,2026-05-12T06:42:34.190Z,0.008355494994583216,okx|gmgn,kol|renowned,kol|axiom|photon|gmgn,bundler|paper_hands,,
244,watch,25.9,DCwFPkDf6VorxNE1cxR38Fxc18mFq7uPweU735FwyzAj,https://gmgn.ai/sol/address/DCwFPkDf6VorxNE1cxR38Fxc18mFq7uPweU735FwyzAj,,,,0,0,0.000,3,2,2.86,0.1,,2026-05-12T06:42:32.164Z,,,1445.101705432714,0,yes,0.1,2026-05-12T06:42:32.164Z,0.0005194763850058326,gmgn,smart_degen,axiom|trojan,paper_hands,,
245,watch,25.9,Dv32u9mvSXGVNshf7xM7afuMoPRifQxzuzEjfmfMysZY,https://gmgn.ai/sol/address/Dv32u9mvSXGVNshf7xM7afuMoPRifQxzuzEjfmfMysZY,deecayz ⌐◨-◨,deecayz,deecayz ⌐◨-◨,0,0,0.000,2,2,0.5,0.1,,2026-05-12T06:42:34.190Z,,,-13070.4881483402,0,yes,0.1,2026-05-12T06:42:34.190Z,0.001934964593423185,gmgn|okx,renowned|kol,kol|trojan|padre,bundler|transfer_in,,
246,watch,25.9,EA4MXkyF8C2NzY8fw2acJPuarmoU271KRCCAYpLzMBJr,https://gmgn.ai/sol/address/EA4MXkyF8C2NzY8fw2acJPuarmoU271KRCCAYpLzMBJr,Grimace,naughtygrimace,Grimace,0,0,0.000,2,2,0.51,0.1,,2026-05-12T06:42:34.193Z,,,-64.69131102044,0,yes,0.1,2026-05-12T06:42:34.193Z,0.006394133034735203,okx|gmgn,kol|renowned,kol|axiom,bundler|paper_hands,,
247,watch,25.9,EQaxqKT3N981QBmdSUGNzAGK5S26zUwAdRHhBCgn87zD,https://gmgn.ai/sol/address/EQaxqKT3N981QBmdSUGNzAGK5S26zUwAdRHhBCgn87zD,jamessmith,luckedhub,jamessmith,0,0,0.000,2,2,0.5,0.1,,2026-05-12T06:42:32.173Z,,,-0.180011779,0,yes,0.1,2026-05-12T06:42:32.173Z,0.0006187867676142263,gmgn|okx,renowned|kol,kol|axiom|trojan|padre,paper_hands|bundler|transfer_in,,
248,watch,25.7,3SA869Axyteo9ncUN75MUNScutzgZu874VjtyxfaSE6f,https://gmgn.ai/sol/address/3SA869Axyteo9ncUN75MUNScutzgZu874VjtyxfaSE6f,,,,0,0,0.000,2,2,2,0.1,,2026-05-12T06:42:38.125Z,,,1368.83951236645,0,yes,0.1,2026-05-12T06:42:38.125Z,0.000021275872922115283,gmgn,smart_degen,axiom,bundler|paper_hands,,
249,watch,25.7,A4f83euLT4sMDiE2xWfmLD7TZD2uZyoToCNLqubxLGrf,https://gmgn.ai/sol/address/A4f83euLT4sMDiE2xWfmLD7TZD2uZyoToCNLqubxLGrf,,,,0,0,0.000,3,2,2.86,0.1,,2026-05-12T06:42:16.123Z,,,1365.1095174411432,0,yes,0.1,2026-05-12T06:42:16.123Z,0.00862636143254776,gmgn,smart_degen,gmgn,bundler,,
250,watch,25.3,3nG9zBc6fTne3j9kkS1CB5quyt25CS29GEjvMGNKmDSz,https://gmgn.ai/sol/address/3nG9zBc6fTne3j9kkS1CB5quyt25CS29GEjvMGNKmDSz,,,,0,0,0.000,2,2,0.51,0.1,,2026-05-12T06:42:16.140Z,,,244.79318810643,0,yes,0.1,2026-05-12T06:42:16.140Z,0.00005083310011635104,gmgn,smart_degen,gmgn,bundler|paper_hands,,
